,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Indonesia,2.57731E+14,2.56674E+14,2.68948E+14,2.7545E+14,2.84459E+14,2.9357E+14,2.95291E+14,2.97584E+14,3.17049E+14,3.24746E+14,3.52837E+14,3.603E+14,3.76999E+14,3.83352E+14,3.85197E+14,3.95433E+14,3.93307E+14,4.50266E+14,4.68926E+14,4.41828E+14,4.36067E+14,4.31847E+14,4.51988E+14
Iran,7.85178E+13,8.43811E+13,9.51584E+13,1.00031E+14,1.03801E+14,1.06467E+14,1.07484E+14,1.13795E+14,8.27235E+13,9.67419E+13,1.02914E+14,9.58938E+13,9.85438E+13,1.02141E+14,9.69938E+13,1.01776E+14,1.10341E+14,1.00665E+14,1.01677E+14,1.07652E+14,9.78114E+13,9.93317E+13,9.90533E+13
Iraq,8.77459E+12,1.06804E+13,1.54434E+13,1.34752E+13,1.25112E+13,1.38466E+13,1.37399E+13,1.40181E+13,1.12482E+13,1.32468E+13,1.69994E+13,1.72413E+13,1.8427E+13,2.15433E+13,2.23224E+13,1.35439E+13,1.47692E+13,1.44387E+13,1.24833E+13,2.18512E+13,2.61117E+13,1.98331E+13,1.6022E+13
Ireland,3.06238E+13,3.03888E+13,2.9525E+13,2.99997E+13,3.08936E+13,2.92014E+13,2.86412E+13,2.80539E+13,2.85728E+13,2.76872E+13,2.70572E+13,2.7743E+13,2.75771E+13,2.86526E+13,2.93355E+13,2.9503E+13,2.96809E+13,3.05711E+13,2.66636E+13,2.75882E+13,2.70578E+13,2.79015E+13,2.81007E+13
Israel,4.69756E+12,5.0123E+12,5.0773E+12,5.29392E+12,5.27735E+12,5.50448E+12,5.51119E+12,5.74756E+12,5.52345E+12,5.66509E+12,5.73082E+12,5.78201E+12,6.2045E+12,5.99498E+12,5.89201E+12,6.43902E+12,6.08876E+12,6.26528E+12,6.15793E+12,6.51129E+12,6.74733E+12,6.58972E+12,6.65997E+12
Italy,1.11382E+14,1.0399E+14,1.07572E+14,9.47741E+13,1.09201E+14,1.08502E+14,9.97922E+13,9.9671E+13,1.02483E+14,9.5191E+13,9.73748E+13,9.81329E+13,9.38773E+13,9.30053E+13,9.52997E+13,9.31545E+13,9.50194E+13,8.99289E+13,8.73876E+13,8.85312E+13,9.24798E+13,8.78345E+13,7.809E+13
Jamaica,3.03293E+12,3.17211E+12,3.04846E+12,3.04292E+12,3.03835E+12,2.7197E+12,2.62662E+12,2.67936E+12,2.499E+12,2.3638E+12,2.34529E+12,2.39929E+12,2.40908E+12,2.35938E+12,2.51172E+12,2.42897E+12,2.29146E+12,2.31449E+12,2.30039E+12,2.20034E+12,2.07782E+12,2.09689E+12,2.1115E+12
Japan,5.50494E+13,5.3422E+13,5.31376E+13,5.01849E+13,5.23576E+13,5.31821E+13,5.1925E+13,5.33782E+13,5.37848E+13,5.17106E+13,5.09471E+13,4.99074E+13,5.14333E+13,5.36012E+13,5.44406E+13,5.4266E+13,5.43289E+13,5.56351E+13,5.51763E+13,5.62633E+13,5.6423E+13,5.77772E+13,5.72934E+13
Jordan,1.92094E+12,1.96693E+12,2.16991E+12,2.17509E+12,2.27954E+12,2.43024E+12,2.24135E+12,2.39499E+12,2.57483E+12,2.61494E+12,2.90248E+12,2.93066E+12,2.95117E+12,3.04918E+12,3.1919E+12,3.34529E+12,3.50343E+12,3.40566E+12,3.39965E+12,3.403E+12,3.49176E+12,3.79187E+12,3.75024E+12
Kazakhstan,3.36487E+13,4.22642E+13,4.29344E+13,4.15425E+13,3.79457E+13,4.16197E+13,4.71814E+13,5.46363E+13,4.66096E+13,5.74581E+13,4.19809E+13,7.05191E+13,4.40342E+13,5.49252E+13,5.35118E+13,5.75861E+13,6.28237E+13,6.46966E+13,6.62722E+13,6.16053E+13,6.78617E+13,6.27045E+13,7.5473E+13
Kenya,4.38542E+13,4.5823E+13,4.67026E+13,4.70147E+13,4.80357E+13,5.14967E+13,5.02159E+13,6.40376E+13,6.4507E+13,6.27148E+13,6.56114E+13,6.54134E+13,6.70198E+13,6.69852E+13,6.66939E+13,6.8307E+13,7.02949E+13,6.70439E+13,7.15875E+13,7.87961E+13,8.6565E+13,7.86032E+13,8.00376E+13
Kuwait,8.10173E+11,7.47532E+11,8.71424E+11,9.32809E+11,8.67361E+11,9.48237E+11,9.12406E+11,9.54769E+11,1.00634E+12,1.09451E+12,9.75934E+11,1.16314E+12,1.22754E+12,1.21188E+12,1.33395E+12,1.32375E+12,1.36023E+12,1.40789E+12,1.43064E+12,1.53377E+12,1.55711E+12,1.59106E+12,1.599E+12
Kyrgyzstan,6.86613E+12,7.3454E+12,7.31451E+12,7.4524E+12,7.5016E+12,7.18718E+12,7.0677E+12,7.00805E+12,7.10687E+12,8.16537E+12,7.66564E+12,7.81395E+12,7.63826E+12,8.50411E+12,7.95258E+12,8.88917E+12,9.18793E+12,9.211E+12,9.51742E+12,9.71596E+12,9.79553E+12,8.81313E+12,9.87549E+12
Lao PDR,1.04351E+13,1.07631E+13,1.1139E+13,1.12625E+13,1.17565E+13,1.21856E+13,1.27054E+13,1.34738E+13,1.49091E+13,1.546E+13,1.57242E+13,1.66176E+13,1.7705E+13,1.81459E+13,2.05484E+13,2.16385E+13,2.19999E+13,2.07109E+13,1.97376E+13,1.91917E+13,1.93663E+13,1.91379E+13,1.9857E+13
Latvia,7.43566E+12,7.02245E+12,7.63885E+12,7.40397E+12,7.68228E+12,8.13414E+12,7.7808E+12,8.42498E+12,7.59031E+12,7.91789E+12,8.16603E+12,8.11634E+12,9.90214E+12,9.35065E+12,9.99595E+12,1.18079E+13,1.1386E+13,1.15997E+13,9.60042E+12,1.2688E+13,1.36893E+13,1.26626E+13,1.31539E+13
Lebanon,2.56141E+12,2.45361E+12,2.48154E+12,2.6341E+12,2.77456E+12,2.74875E+12,2.70577E+12,2.69891E+12,2.8108E+12,2.76654E+12,2.436E+12,2.78638E+12,2.95207E+12,2.78557E+12,2.91672E+12,3.1017E+12,3.40938E+12,3.36982E+12,3.24319E+12,3.22728E+12,3.20337E+12,3.21344E+12,3.1858E+12
Lesotho,2.72821E+12,2.91419E+12,2.53464E+12,2.49164E+12,2.40724E+12,2.59301E+12,2.48717E+12,2.46313E+12,2.42795E+12,2.45054E+12,2.61248E+12,2.47492E+12,2.48368E+12,2.36361E+12,2.35544E+12,2.27565E+12,2.1308E+12,2.67732E+12,2.347E+12,1.97687E+12,1.70918E+12,1.9652E+12,1.97919E+12
Liberia,3.12164E+12,3.15188E+12,3.29844E+12,3.16863E+12,3.04378E+12,3.21999E+12,3.34965E+12,3.58894E+12,3.82868E+12,3.92475E+12,4.0648E+12,4.15568E+12,4.28402E+12,4.33438E+12,4.44634E+12,4.56483E+12,4.76213E+12,4.69577E+12,4.83224E+12,4.98321E+12,5.11588E+12,5.18768E+12,5.37322E+12
Libya,3.55658E+12,3.65661E+12,3.77673E+12,3.94571E+12,4.02031E+12,4.16429E+12,4.28537E+12,4.58343E+12,4.62772E+12,4.72731E+12,4.93894E+12,5.02215E+12,5.11695E+12,5.13996E+12,5.09751E+12,4.99436E+12,5.11251E+12,4.95453E+12,5.20796E+12,5.1442E+12,5.06328E+12,5.03261E+12,5.13765E+12
Lithuania,1.07542E+13,9.69924E+12,1.04112E+13,1.06344E+13,1.12365E+13,1.1055E+13,8.89827E+12,1.17146E+13,1.21156E+13,1.3116E+13,1.14953E+13,1.2561E+13,1.58303E+13,1.53262E+13,1.68579E+13,1.88448E+13,1.7152E+13,1.75416E+13,1.41513E+13,1.67889E+13,1.97152E+13,1.69942E+13,1.75972E+13
Luxembourg,1.03061E+12,1.02197E+12,1.05834E+12,1.02658E+12,1.05903E+12,1.00962E+12,1.01465E+12,1.02079E+12,1.1094E+12,1.10356E+12,1.09561E+12,1.03252E+12,1.01241E+12,1.03916E+12,1.06633E+12,1.09242E+12,1.0028E+12,1.03209E+12,1.04678E+12,1.03046E+12,9.81643E+11,9.39978E+11,9.56089E+11
Macao,71964734418,68985651044,64888164645,62938423606,68445705005,59904167458,59573514160,66821955703,54844265120,54071326722,53193510973,54268137286,54804233981,54652752685,52150748098,50607778699,49566911430,48407299660,47072614712,46046922487,45452072878,45786968557,45458648986
Macedonia,3.25235E+12,2.84983E+12,2.96E+12,2.90992E+12,3.4008E+12,3.23193E+12,3.14185E+12,2.63848E+12,2.99637E+12,2.89529E+12,2.82008E+12,2.78439E+12,2.58257E+12,2.79479E+12,2.8679E+12,2.76214E+12,3.09162E+12,2.47985E+12,2.93337E+12,2.97814E+12,3.13892E+12,2.96796E+12,2.98123E+12
Madagascar,2.50013E+13,2.36246E+13,2.24347E+13,2.33651E+13,2.40811E+13,2.70721E+13,2.82377E+13,2.85785E+13,2.93005E+13,3.07932E+13,3.12382E+13,3.07257E+13,3.14485E+13,2.94634E+13,3.05641E+13,3.02608E+13,3.05853E+13,3.0223E+13,2.88705E+13,2.89537E+13,2.94081E+13,3.02051E+13,3.07267E+13
Malawi,1.2066E+13,1.10351E+13,1.03612E+13,1.14375E+13,1.08529E+13,9.9898E+12,1.36226E+13,1.56149E+13,1.48794E+13,1.73438E+13,1.73801E+13,1.84699E+13,1.91355E+13,2.01137E+13,2.21705E+13,1.98453E+13,1.90579E+13,2.24015E+13,2.20123E+13,2.46248E+13,2.58308E+13,2.8127E+13,2.69033E+13
Malaysia,4.8749E+13,4.84045E+13,4.88176E+13,5.39916E+13,5.64797E+13,5.8666E+13,5.96929E+13,6.05819E+13,6.39051E+13,6.23165E+13,6.11493E+13,6.55549E+13,6.67968E+13,6.67307E+13,6.77628E+13,6.78457E+13,6.22141E+13,6.91157E+13,6.75091E+13,6.75693E+13,6.69572E+13,6.43906E+13,6.48587E+13
Mali,2.07994E+13,2.18462E+13,2.27807E+13,2.54932E+13,2.51749E+13,2.69533E+13,2.73095E+13,2.90825E+13,3.19354E+13,3.53819E+13,3.58957E+13,3.85326E+13,4.00336E+13,4.19782E+13,4.23244E+13,4.54659E+13,4.94996E+13,5.17557E+13,5.46023E+13,5.61234E+13,5.75495E+13,5.57484E+13,5.77213E+13
Martinique,5.25564E+11,4.81275E+11,5.1324E+11,4.65723E+11,4.77784E+11,4.32116E+11,3.98217E+11,4334285714,4432857143,4458928571,4438214286,4330357143,4330357143,4570357143,4078928571,3913928571,4521785714,3571428571,3571428571,3571428571,3571428571,8375357143,8348928571
Mauritania,8.70653E+12,8.92235E+12,9.17582E+12,9.48521E+12,9.20607E+12,9.4449E+12,9.73341E+12,9.40833E+12,8.92462E+12,9.40177E+12,9.82664E+12,9.89073E+12,1.03624E+13,1.057E+13,1.09302E+13,1.11574E+13,1.11355E+13,1.12121E+13,1.13904E+13,1.15274E+13,1.17233E+13,1.18809E+13,1.20705E+13
Mexico,2.02931E+14,2.13005E+14,2.09872E+14,2.16714E+14,2.21008E+14,2.14524E+14,2.23209E+14,2.28619E+14,2.34428E+14,2.23744E+14,2.33209E+14,2.19956E+14,2.31458E+14,2.37347E+14,2.44134E+14,2.40788E+14,2.51244E+14,2.52264E+14,2.52026E+14,2.54377E+14,2.54824E+14,2.57724E+14,2.57407E+14
Moldova,7.56628E+12,8.85878E+12,9.08821E+12,8.13018E+12,1.00012E+13,9.58977E+12,8.71952E+12,7.08964E+12,1.032E+13,7.74655E+12,8.80257E+12,9.15325E+12,5.98326E+12,1.01345E+13,1.10875E+13,8.82634E+12,1.09542E+13,1.2225E+13,1.26291E+13,1.26784E+13,7.48073E+12,1.49553E+13,8.09307E+12
Mongolia,1.87996E+13,1.60362E+13,1.30739E+13,1.22723E+13,1.22345E+13,1.3283E+13,1.4547E+13,1.61565E+13,1.71062E+13,1.81028E+13,1.44998E+13,1.59112E+13,1.75497E+13,1.93029E+13,2.24508E+13,2.36621E+13,2.64204E+13,2.77486E+13,2.87445E+13,3.06252E+13,3.08303E+13,3.07232E+13,3.30703E+13
Montenegro,4.55785E+11,4.44336E+11,4.31327E+11,4.35816E+11,4.48452E+11,4.14476E+11,6.75481E+11,5.934E+11,5.58426E+11,5.00446E+11,6.97767E+11,6.94716E+11,7.14022E+11,7.25636E+11,7.36309E+11,7.66521E+11,8.20942E+11,8.01159E+11,7.64039E+11,7.60831E+11,7.61204E+11,7.41331E+11,7.50949E+11
Morocco,2.57938E+13,3.05066E+13,3.20909E+13,3.79486E+13,3.94279E+13,3.06343E+13,4.11303E+13,2.74536E+13,3.35991E+13,4.43501E+13,3.96501E+13,4.28186E+13,3.53286E+13,4.51011E+13,4.05835E+13,5.03264E+13,3.41969E+13,4.77183E+13,4.91736E+13,3.99948E+13,3.53318E+13,5.00622E+13,3.54711E+13
Mozambique,1.46615E+13,1.46603E+13,1.45294E+13,1.56891E+13,1.55897E+13,1.51278E+13,1.61508E+13,1.61532E+13,1.61094E+13,1.79218E+13,1.96918E+13,2.05193E+13,2.08884E+13,1.83357E+13,1.88879E+13,1.74284E+13,1.79689E+13,1.86829E+13,2.04314E+13,2.04642E+13,2.03595E+13,2.13116E+13,2.18528E+13
Myanmar,8.48152E+13,8.85613E+13,8.97496E+13,9.57009E+13,1.00069E+14,1.08103E+14,1.17295E+14,1.22205E+14,1.27524E+14,1.29095E+14,1.31268E+14,1.26913E+14,1.23956E+14,1.27464E+14,1.26898E+14,1.2847E+14,1.28442E+14,1.29613E+14,1.12054E+14,1.10373E+14,1.10248E+14,1.13292E+14,1.07834E+14
Namibia,5.20333E+12,5.06944E+12,4.90839E+12,4.99496E+12,5.01638E+12,6.02093E+12,5.22117E+12,5.06173E+12,5.37128E+12,5.2844E+12,5.2673E+12,5.20161E+12,5.94211E+12,5.25412E+12,5.60595E+12,5.51476E+12,5.89209E+12,5.79296E+12,5.64646E+12,5.51482E+12,5.30401E+12,5.77861E+12,6.01065E+12
Nepal,3.55647E+13,3.58578E+13,3.62742E+13,3.7435E+13,3.74735E+13,3.80002E+13,3.72248E+13,3.91873E+13,4.01458E+13,3.93354E+13,4.08892E+13,4.35688E+13,4.3702E+13,4.42909E+13,4.46691E+13,4.3816E+13,4.62038E+13,4.61346E+13,4.77822E+13,4.82155E+13,5.01164E+13,4.92412E+13,5.0013E+13
Netherlands,3.259E+13,3.04393E+13,3.04003E+13,2.86022E+13,2.9695E+13,2.96273E+13,2.88318E+13,2.9267E+13,3.0428E+13,3.12694E+13,3.06132E+13,3.07163E+13,3.06478E+13,3.12848E+13,3.28472E+13,3.25257E+13,3.28983E+13,3.38411E+13,3.18501E+13,3.24448E+13,3.17637E+13,3.09742E+13,2.97311E+13
New Zealand,5.29003E+13,5.31864E+13,5.43266E+13,5.49489E+13,5.42507E+13,5.39333E+13,5.38522E+13,5.44956E+13,5.3739E+13,5.39541E+13,5.39274E+13,5.43094E+13,5.53539E+13,5.61655E+13,5.69572E+13,5.66146E+13,5.68559E+13,5.7298E+13,5.79377E+13,5.8106E+13,5.72286E+13,5.80454E+13,5.71995E+13
Nicaragua,1.28296E+13,1.27342E+13,1.31958E+13,1.43328E+13,1.37004E+13,1.43439E+13,1.45774E+13,1.45976E+13,1.44946E+13,1.52628E+13,1.53816E+13,1.6846E+13,1.77313E+13,1.8039E+13,1.8261E+13,1.83252E+13,1.8687E+13,1.92505E+13,1.93779E+13,1.95819E+13,1.99275E+13,2.0264E+13,2.05271E+13
Niger,2.29093E+13,2.56773E+13,2.71459E+13,2.80454E+13,2.71806E+13,3.02479E+13,3.19581E+13,3.27476E+13,3.66481E+13,3.43162E+13,3.84937E+13,3.60251E+13,4.00056E+13,3.97514E+13,4.19668E+13,4.4453E+13,4.6782E+13,4.82781E+13,5.08197E+13,5.07786E+13,5.3683E+13,4.98326E+13,5.77542E+13
Nigeria,1.39036E+14,1.38247E+14,1.43088E+14,1.47756E+14,1.54087E+14,1.60041E+14,1.68651E+14,1.63693E+14,1.71353E+14,1.52042E+14,1.64728E+14,1.60258E+14,1.69748E+14,1.63173E+14,1.80263E+14,1.81256E+14,1.97389E+14,1.99688E+14,2.03208E+14,2.0072E+14,2.05172E+14,2.12345E+14,2.15309E+14
Norway,9.27401E+12,9.20925E+12,9.04038E+12,9.23457E+12,9.68311E+12,9.5741E+12,9.48311E+12,9.66181E+12,1.00581E+13,8.99094E+12,9.6562E+12,9.20275E+12,9.4132E+12,9.58324E+12,1.03067E+13,1.02872E+13,1.03757E+13,1.04328E+13,9.38652E+12,1.04757E+13,1.02478E+13,1.04814E+13,1.07676E+13
Oman,1.36669E+12,1.42045E+12,1.40043E+12,1.40704E+12,1.48665E+12,1.54398E+12,1.56158E+12,1.59844E+12,1.66364E+12,1.74782E+12,1.79911E+12,1.85814E+12,1.87588E+12,2.24676E+12,2.25527E+12,2.39025E+12,2.42821E+12,2.5119E+12,2.55269E+12,2.62202E+12,2.91728E+12,2.8825E+12,3.09577E+12
Pakistan,1.7989E+14,1.74933E+14,1.79123E+14,1.86999E+14,1.9168E+14,1.97856E+14,2.04865E+14,2.18727E+14,2.26796E+14,2.29393E+14,2.26188E+14,2.43189E+14,2.42918E+14,2.59339E+14,2.66988E+14,2.70601E+14,2.82426E+14,2.94971E+14,2.91896E+14,2.99176E+14,3.18218E+14,3.34309E+14,3.32109E+14
Palestine,1.05654E+12,1.04766E+12,1.1689E+12,1.03751E+12,1.00529E+12,1.07325E+12,9.74806E+11,9.1249E+11,8.72714E+11,7.91616E+11,7.02384E+11,8.09719E+11,7.88998E+11,7.94263E+11,8.25785E+11,7.44914E+11,8.07721E+11,8.25466E+11,1.05912E+12,9.46304E+11,8.29735E+11,8.26619E+11,8.09947E+11
Panama,6.2421E+12,6.42968E+12,6.55978E+12,6.59617E+12,6.43536E+12,6.58572E+12,6.74721E+12,6.75075E+12,6.84984E+12,6.67554E+12,6.8311E+12,7.2456E+12,7.26828E+12,7.43465E+12,7.44626E+12,7.25725E+12,7.43387E+12,7.48269E+12,7.81354E+12,7.84144E+12,7.91099E+12,7.98048E+12,7.99255E+12
Papua New Guinea,6.51222E+12,6.18141E+12,6.41808E+12,6.54403E+12,6.55305E+12,6.71641E+12,6.93126E+12,7.34928E+12,7.4532E+12,7.45076E+12,8.25051E+12,8.23567E+12,8.202E+12,8.42938E+12,9.08448E+12,8.92562E+12,8.98485E+12,9.0006E+12,9.03387E+12,9.07742E+12,8.8899E+12,8.93569E+12,9.00364E+12
Paraguay,3.37582E+13,3.67888E+13,3.55029E+13,4.00144E+13,3.85013E+13,3.90244E+13,4.06533E+13,4.74167E+13,4.86964E+13,4.49286E+13,5.80298E+13,6.07271E+13,5.24499E+13,6.63989E+13,6.82733E+13,7.00662E+13,7.0562E+13,7.34195E+13,7.33723E+13,7.05722E+13,7.78183E+13,7.23507E+13,6.17461E+13
Peru,4.3934E+13,4.41297E+13,4.5813E+13,4.6621E+13,4.53443E+13,4.78653E+13,4.87687E+13,4.99006E+13,5.23703E+13,5.41236E+13,5.52277E+13,5.53965E+13,5.65364E+13,5.74492E+13,5.81913E+13,5.87416E+13,5.85625E+13,5.79573E+13,6.04498E+13,6.08423E+13,6.04936E+13,6.23676E+13,6.28707E+13
Philippines,7.63866E+13,7.82544E+13,7.95065E+13,8.20368E+13,8.6617E+13,8.64847E+13,9.02179E+13,9.36033E+13,9.9224E+13,9.75149E+13,9.33155E+13,1.00398E+14,1.03359E+14,1.02875E+14,1.0397E+14,1.01814E+14,9.96088E+13,1.07192E+14,1.0548E+14,1.03996E+14,1.05633E+14,1.07882E+14,1.06149E+14
Poland,8.96744E+13,9.78705E+13,1.00523E+14,9.16224E+13,1.0669E+14,9.87526E+13,8.96225E+13,1.03377E+14,1.02461E+14,1.08907E+14,1.0325E+14,1.0383E+14,1.08571E+14,1.0966E+14,1.20848E+14,1.09792E+14,1.16404E+14,1.23259E+14,1.12341E+14,1.14732E+14,1.30484E+14,1.29172E+14,1.28576E+14
Portugal,1.73908E+13,1.59064E+13,1.65409E+13,1.58654E+13,1.67951E+13,1.56438E+13,1.62188E+13,1.57606E+13,1.62636E+13,1.55854E+13,1.52055E+13,1.59925E+13,1.5796E+13,1.61146E+13,1.67279E+13,1.72649E+13,1.78465E+13,1.87783E+13,1.81665E+13,1.8669E+13,1.9115E+13,1.89984E+13,1.66939E+13
Puerto Rico,1.46954E+12,1.39719E+12,1.41442E+12,1.33133E+12,1.26693E+12,1.25201E+12,1.23079E+12,1.21253E+12,1.18202E+12,1.14935E+12,1.12474E+12,1.08861E+12,1.13138E+12,1.02644E+12,9.59368E+11,9.65135E+11,9.6247E+11,9.47565E+11,9.27177E+11,9.45724E+11,9.40873E+11,9.3433E+11,9.31967E+11
Qatar,3.33992E+11,2.75707E+11,2.92646E+11,2.86611E+11,2.79558E+11,2.49839E+11,2.76143E+11,2.98113E+11,3.12706E+11,3.75482E+11,3.92175E+11,4.26751E+11,4.58452E+11,5.11174E+11,4.45498E+11,6.3349E+11,7.64505E+11,8.02826E+11,1.06355E+12,1.08839E+12,1.16886E+12,1.13039E+12,1.02368E+12
Republic of Congo,1.83413E+12,1.96233E+12,2.07776E+12,2.21968E+12,2.37479E+12,2.498E+12,2.52079E+12,2.68115E+12,2.70778E+12,2.67393E+12,2.72368E+12,2.77406E+12,2.89463E+12,2.89802E+12,2.92993E+12,2.95564E+12,2.96776E+12,3.01158E+12,3.08264E+12,2.96267E+12,2.93342E+12,2.95598E+12,2.94818E+12
Republic of Korea,3.01818E+13,3.1202E+13,3.04662E+13,2.90777E+13,3.12911E+13,3.17499E+13,3.15768E+13,3.15658E+13,3.29396E+13,3.41887E+13,3.23874E+13,3.13507E+13,3.24021E+13,3.30977E+13,3.40614E+13,3.47895E+13,3.50092E+13,3.37496E+13,3.40128E+13,3.43161E+13,3.38699E+13,3.5141E+13,3.49206E+13
Romania,4.6001E+13,6.27602E+13,5.42602E+13,5.41248E+13,7.75014E+13,6.6055E+13,5.92757E+13,4.09548E+13,6.09427E+13,5.67226E+13,6.12274E+13,6.98634E+13,5.13526E+13,7.03908E+13,7.44695E+13,6.78197E+13,7.432E+13,8.80044E+13,9.47851E+13,9.17032E+13,6.34622E+13,8.6979E+13,6.205E+13
Russian Federation,2.49972E+14,2.85229E+14,2.90695E+14,2.61382E+14,2.82793E+14,2.84039E+14,2.91137E+14,3.01017E+14,3.40543E+14,3.16813E+14,2.51376E+14,3.39303E+14,2.94485E+14,3.34632E+14,3.59174E+14,3.64201E+14,4.04439E+14,4.3118E+14,3.97776E+14,4.18184E+14,4.27782E+14,4.15052E+14,4.83192E+14
Rwanda,6.90177E+12,6.80431E+12,7.99332E+12,7.81029E+12,7.87748E+12,8.33291E+12,8.69323E+12,8.96807E+12,9.38719E+12,1.02876E+13,9.83861E+12,1.00256E+13,1.0642E+13,1.12124E+13,9.67916E+12,1.01799E+13,1.01086E+13,1.00983E+13,1.04295E+13,1.06439E+13,1.09521E+13,1.11408E+13,1.09443E+13
Réunion,1.13594E+12,1.1347E+12,1.12067E+12,1.17614E+12,1.2068E+12,1.15239E+12,1.19249E+12,37219408148,38516459259,38890222222,38356815556,38782654074,38732691111,38816666667,38799292593,38603963704,39412717778,38055262222,38483870370,38373037037,38263259259,38154185185,38045814815
S?o Tomé and Principe,1.04536E+11,1.08354E+11,1.09855E+11,1.1057E+11,1.09696E+11,1.14294E+11,1.16804E+11,1.16201E+11,1.1704E+11,1.17195E+11,1.21655E+11,1.22137E+11,1.21468E+11,1.29406E+11,1.23832E+11,1.1416E+11,1.09139E+11,1.10933E+11,1.11686E+11,1.13143E+11,1.10951E+11,1.12148E+11,1.13059E+11
Saint Kitts and Nevis,96390428578,96961816464,97831967680,97827663290,1.25443E+11,59969092457,17420754555,18693724670,20315617566,20160961156,20130063827,20202535002,12425506066,11829296511,10386290145,10834373043,10702582084,9166437612,9692859811,9752918872,10041124666,14532426639,20505440506
Saint Lucia,1.19576E+11,1.01246E+11,1.21343E+11,1.06987E+11,1.03515E+11,89327000115,94354929910,91838443997,1.04045E+11,99843694249,81536321149,82285905499,73520105274,77335865869,78723599065,77265820096,74931936897,76671152437,78544900119,77202784797,69175566617,65729244692,66855080355
Saint Vincent and the Grenadines,81770336282,83443614596,84856514646,85268200414,79755928002,88249527668,89703913459,92343798104,94329320691,96649306671,94948301516,99147845939,98314458134,94192667188,99275730439,97738071113,94677707100,95203797213,95087341796,94562941025,95016430757,94631979415,94934019685
Saudi Arabia,1.34468E+13,1.46318E+13,1.5036E+13,1.54162E+13,1.64281E+13,1.65964E+13,1.65663E+13,1.65804E+13,1.51587E+13,1.31836E+13,1.36067E+13,1.35387E+13,1.29469E+13,1.35362E+13,1.49851E+13,1.51462E+13,1.51005E+13,1.53988E+13,1.5328E+13,1.58789E+13,2.00606E+13,1.90787E+13,2.12665E+13
Senegal,1.43916E+13,1.42883E+13,1.24528E+13,1.44175E+13,1.4027E+13,1.52802E+13,1.4101E+13,1.36138E+13,1.69051E+13,1.75662E+13,1.81987E+13,1.55124E+13,1.6905E+13,1.664E+13,1.66444E+13,1.96386E+13,1.9519E+13,2.19216E+13,2.37137E+13,2.35573E+13,2.68806E+13,2.64895E+13,2.63838E+13
Serbia,1.90973E+13,2.72571E+13,2.57943E+13,2.02409E+13,3.01776E+13,2.91463E+13,2.81107E+13,2.32742E+13,2.85607E+13,2.91148E+13,3.18185E+13,3.08533E+13,2.45725E+13,3.18154E+13,3.54994E+13,2.97372E+13,3.58082E+13,2.68739E+13,3.57475E+13,3.57861E+13,3.77201E+13,3.43393E+13,2.92338E+13
Sierra Leone,3.8843E+12,4.05382E+12,4.41583E+12,4.93203E+12,5.32998E+12,5.70025E+12,6.62376E+12,5.70913E+12,6.09588E+12,6.98679E+12,7.569E+12,7.97919E+12,8.14643E+12,8.54744E+12,8.42894E+12,7.63063E+12,7.42556E+12,7.30428E+12,7.54769E+12,7.59424E+12,7.93573E+12,1.0389E+13,8.90472E+12
Singapore,103771.47,123957,93434,110981,100004,187729,154557,193658,233227,175892,191001,198693,235223,225579,277038.24,247643.61,263108.37,208011.11,187496.6,105088.61,42269.85,137081.21,110797.77
Slovakia,1.04363E+13,1.26734E+13,1.27537E+13,1.1118E+13,1.43892E+13,1.44314E+13,1.25951E+13,1.18554E+13,1.50624E+13,1.32402E+13,1.16646E+13,1.42397E+13,1.21645E+13,1.3367E+13,1.67509E+13,1.43693E+13,1.71254E+13,1.4185E+13,1.49558E+13,1.47437E+13,1.50757E+13,1.46616E+13,1.18496E+13
Slovenia,3.76008E+12,3.62299E+12,3.88047E+12,3.47031E+12,3.82305E+12,3.80276E+12,3.67618E+12,3.56302E+12,3.73715E+12,3.60418E+12,3.72208E+12,3.92938E+12,3.75684E+12,3.54676E+12,4.47711E+12,4.40714E+12,4.52259E+12,4.15752E+12,4.54242E+12,4.54358E+12,4.63131E+12,4.41613E+12,3.92219E+12
Somalia,2.98544E+13,3.06491E+13,3.10315E+13,3.14487E+13,3.1793E+13,3.22428E+13,3.09291E+13,2.95283E+13,2.98567E+13,3.0009E+13,3.05128E+13,3.0334E+13,3.11077E+13,3.11134E+13,3.10422E+13,3.12737E+13,3.11092E+13,3.12569E+13,3.1576E+13,3.16168E+13,3.18415E+13,3.17561E+13,3.1684E+13
South Africa,8.58532E+13,7.73807E+13,8.30372E+13,7.98909E+13,7.99527E+13,8.57247E+13,7.62869E+13,7.54647E+13,8.90551E+13,8.75841E+13,8.60909E+13,8.33E+13,8.725E+13,8.70776E+13,9.18848E+13,8.29847E+13,7.66102E+13,9.59463E+13,9.03332E+13,8.59029E+13,9.52125E+13,9.85131E+13,9.54386E+13
